t, x1, x2, x3
0, 1, 0, 0
0.1, 0.9423, 0.0577, 0
0.2, 0.88792929, 0.10963577000000001, 0.00243494
0.30000000000000004, 0.836695769967, 0.156242660539, 0.007061569494
0.4, 0.7884184240399041, 0.1979265661913501, 0.013655009768745799
0.5, 0.7429266809728017, 0.23506580816517758, 0.022007510862020775
0.6, 0.700059811480671, 0.26801290055273774, 0.03192728796659127
0.7, 0.6596663603582362, 0.29709620727184693, 0.043237432369916805
0.7999999999999999, 0.621603611365566, 0.3226214963176452, 0.05577489231678875
0.8999999999999999, 0.5857370829897728, 0.3448733975488337, 0.06938951946139338
0.9999999999999999, 0.551940053301263, 0.36411676986078284, 0.08394317683795416
1.0999999999999999, 0.52009311222578, 0.38059798324814065, 0.0993089045260792
1.2, 0.4900837396503525, 0.3945461209304966, 0.11537013941915074
1.3, 0.4618059078725272, 0.406174106405055, 0.1320199857224177
1.4000000000000001, 0.4351597069882824, 0.4156797599990065, 0.149160533012711
1.5000000000000002, 0.4100509918950585, 0.42324678922027237, 0.16670221888466907
1.6000000000000003, 0.38639104966271365, 0.42904571694752175, 0.18456323338976457
1.7000000000000004, 0.3640962860971751, 0.4332347512578749, 0.20266896264495
1.8000000000000005, 0.3430879303893681, 0.4359606004625996, 0.22095146914803232
1.9000000000000006, 0.32329175680590155, 0.4373592367065444, 0.23934900648755403
2.0000000000000004, 0.30463782243820103, 0.43755661128522877, 0.2578055662765702
2.1000000000000005, 0.28706022008351684, 0.4366693246436763, 0.27627045527280686
2.2000000000000006, 0.2704968453846979, 0.4348052538425321, 0.29469790077276997
2.3000000000000007, 0.25488917740600087, 0.4320641401090743, 0.31304668248492484
2.400000000000001, 0.2401820718696746, 0.42853813893279763, 0.33127978919752776
2.500000000000001, 0.22632356632279438, 0.4243123350167138, 0.34936409866049184
2.600000000000001, 0.21326469654596913, 0.4194652242558337, 0.36727007919819715
2.700000000000001, 0.20095932355526672, 0.4140691647829399, 0.38497151166179333
2.800000000000001, 0.18936397058612783, 0.40819079899823874, 0.4024452304156334
2.9000000000000012, 0.17843766948330825, 0.40189144838333263, 0.41967088213335907
3.0000000000000013, 0.16814181595412137, 0.3952274827907429, 0.4366307012551357
3.1000000000000014, 0.15844003317356856, 0.3882506657975263, 0.45330930102890504
3.2000000000000015, 0.14929804325945364, 0.38100847761498563, 0.46969347912556064
3.3000000000000016, 0.14068354616338316, 0.37354441695570373, 0.485772036880913
3.4000000000000017, 0.13256610554975595, 0.36589828317380024, 0.5015356112764437
3.5000000000000018, 0.12491704125953504, 0.3581064399140868, 0.5169765188263781
3.600000000000002, 0.11770932797885987, 0.3502020614303875, 0.5320886105907525
3.700000000000002, 0.11091749975447966, 0.3422153626624054, 0.5468671375831149
3.800000000000002, 0.10451756001864619, 0.33417381409388536, 0.5613086258874684
3.900000000000002, 0.09848689680557031, 0.32610234235219926, 0.5754107608422304
4.000000000000002, 0.0928042028598889, 0.31802351745061785, 0.5891722796894933
4.100000000000001, 0.08744940035487331, 0.30995772751921735, 0.6025928721259093
4.200000000000001, 0.08240356995439711, 0.3019233418183826, 0.6156730882272202
4.300000000000001, 0.0776488839680284, 0.2939368627800156, 0.628414253251956
4.4, 0.07316854336307316, 0.28601306777565416, 0.6408183888612726
4.5, 0.06894671841102383, 0.27816514126757086, 0.6528881403214052
4.6, 0.06496849275870775, 0.27040479795839545, 0.6646267092828967
4.699999999999999, 0.061219810726530315, 0.2627423975167286, 0.676037791756741
4.799999999999999, 0.057687427647609514, 0.25518705142044346, 0.6871255209319469
4.899999999999999, 0.054358863072342445, 0.2477467224257678, 0.6978944145018896
4.999999999999998, 0.051222356673068285, 0.24042831713867457, 0.708349326188257
5.099999999999998, 0.04826682669303224, 0.23323777213545854, 0.718495401171509
5.1999999999999975, 0.045481830792844284, 0.22618013405153015, 0.7283380351556253
5.299999999999997, 0.04285752915609717, 0.2192596340313027, 0.7378828368125999
5.399999999999997, 0.04038464972379036, 0.21247975690748852, 0.7471355933687209
5.4999999999999964, 0.03805445543472766, 0.20584330545505522, 0.7561022391102169
5.599999999999996, 0.03585871335614387, 0.19935246004343568, 0.7647888266004202
5.699999999999996, 0.03378966559549437, 0.1930088339902522, 0.7732015004142533
5.799999999999995, 0.03184000189063435, 0.1868135249007236, 0.7813464732086419
5.899999999999995, 0.03000283378154475, 0.18076716225900266, 0.7892300039594524
5.999999999999995, 0.028271670272349617, 0.17486995152086787, 0.7968583782067823
6.099999999999994, 0.026640394897635044, 0.16912171494140182, 0.8042378901609629
6.199999999999994, 0.0251032441120415, 0.1635219293564682, 0.8113748265314901
6.299999999999994, 0.023654786926776708, 0.15806976112289003, 0.818275451950333
6.399999999999993, 0.02228990572110169, 0.1527640984091791, 0.824945995869719
6.499999999999993, 0.02100377816099412, 0.1476035810164193, 0.8313926408225863
6.5999999999999925, 0.01979186016110476, 0.14258662789741577, 0.8376215119414793
6.699999999999992, 0.018649869829809016, 0.13771146253144056, 0.8436386676387502
6.799999999999992, 0.017573772340629037, 0.13297613630179375, 0.849450091357577
6.8999999999999915, 0.01655976567657474, 0.12837855001391235, 0.8550616843095127
6.999999999999991, 0.015604267197036378, 0.12391647368286361, 0.8604792591200998
7.099999999999991, 0.014703900979767379, 0.11958756471071577, 0.8657085343095167
7.19999999999999, 0.013855485893234801, 0.11538938456645614, 0.8707551295403089
7.29999999999999, 0.013056024357195153, 0.11131941407379134, 0.8756245615690134
7.39999999999999, 0.012302691751784993, 0.1073750674052875, 0.8803222408429273
7.499999999999989, 0.011592826437707, 0.10355370487486236, 0.8848534686874304
7.599999999999989, 0.010923920352251306, 0.09985264461459886, 0.8892234350331496
7.699999999999989, 0.010293610147926405, 0.09626917321618769, 0.8934372166358857
7.799999999999988, 0.009699668842391053, 0.09280055541199993, 0.8974997757456088
7.899999999999988, 0.009139997950185089, 0.0894440428658195, 0.9014159591839952
7.999999999999988, 0.00861262006845941, 0.0861968821386076, 0.9051904977929328
8.099999999999987, 0.008115671890509301, 0.08305632189030847, 0.908828006219182
8.199999999999987, 0.007647397622426915, 0.08001961937461984, 0.9123329830029531
8.299999999999986, 0.007206142779612882, 0.07708404627982492, 0.915709810940562
8.399999999999986, 0.006790348341229218, 0.07424689396519997, 0.9189627576935706
8.499999999999986, 0.006398545241940293, 0.07150547813915746, 0.9220959766189021
8.599999999999985, 0.0060293491814803375, 0.06885714302214498, 0.9251135077963746
8.699999999999985, 0.005681455733708922, 0.06629926503438187, 0.9280192792319091
8.799999999999985, 0.005353635737873917, 0.06382925604576596, 0.93081710821636
8.899999999999984, 0.005044730955798592, 0.06144456622270996, 0.9335107028214913
8.999999999999984, 0.004753649979649013, 0.05914268650426118, 0.9361036635160896
9.099999999999984, 0.004479364375823265, 0.056921150737607104, 0.9385994848865694
9.199999999999983, 0.004220905051338263, 0.05477753750096509, 0.9410015574476964
9.299999999999983, 0.003977358829876046, 0.05270947163988658, 0.9433131695302371
9.399999999999983, 0.003747865225392198, 0.050714625541167214, 0.9455375092334404
9.499999999999982, 0.003531613401887068, 0.04879072016683509, 0.9476776664312776
9.599999999999982, 0.0033278393085981843, 0.04693552586908353, 0.9497366348223181
9.699999999999982, 0.003135822980492069, 0.04514686300551432, 0.9517173140139934
9.799999999999981, 0.0029548859945176765, 0.04342260237265601, 0.9536225116328261
9.89999999999998, 0.0027843890726340064, 0.041760665474413594, 0.9554549454529522
9.99999999999998, 0.0026237298231430242, 0.04015902464088432, 0.9572172455359724
